Age,Income,Customer_Type
67,64961,Basic
56,24984,Gold
36,28791,Basic
66,33040,Silver
61,71142,Regular
62,94839,VIP
38,116402,Premium
48,41604,Regular
20,111425,VIP
44,39636,Gold
65,49299,Silver
45,59682,Premium
49,58746,Basic
69,118281,Silver
48,118241,Silver
68,25781,Gold
56,78203,Regular
53,51474,Regular
26,49879,Silver
61,67393,VIP
44,109852,VIP
58,76066,Premium
48,40999,Silver
35,114702,Silver
29,119870,Silver
25,46052,Gold
41,116490,Silver
47,96715,VIP
24,69931,Silver
66,29095,Basic
51,66846,Premium
31,117576,Premium
48,52016,Premium
40,39911,Gold
21,71331,Basic
25,73329,Gold
40,114224,Gold
23,93266,Gold
43,73692,Silver
27,32226,Gold
51,115600,Basic
70,109681,Premium
54,91073,VIP
46,92219,Gold
63,96368,Silver
23,111530,Basic
64,118940,Silver
25,103143,Premium
57,66489,Premium
67,67568,Silver
44,75411,Basic
44,38614,Basic
32,98690,VIP
39,70675,Basic
55,103174,Premium
43,37057,Silver
61,21441,VIP
55,86207,Gold
56,102752,Regular
58,43342,Basic
48,103905,Silver
67,107602,Silver
35,80311,Gold
21,101227,VIP
67,106424,Gold
67,98728,Regular
40,52740,VIP
35,53474,VIP
55,85117,Basic
68,58854,Premium
38,52671,Regular
35,87518,Gold
62,67454,Silver
60,61482,Regular
62,87108,Gold
38,43717,Gold
49,85910,VIP
54,88207,Silver
44,25064,Silver
38,50986,Silver
44,96091,Basic
68,34223,Silver
42,75678,Basic
21,71932,Regular
63,117616,Basic
37,94470,Basic
54,117448,Basic
62,23016,Premium
30,70812,Regular
52,40634,VIP
21,58392,Gold
53,93877,Basic
54,59742,Silver
30,34200,Gold
22,77132,Premium
30,89326,Premium
57,109033,Gold
42,54402,Silver
60,89691,Gold
55,41261,Basic
61,83743,Premium
40,114670,Premium
57,55672,Basic
51,41391,Premium
43,73761,Basic
67,50959,Basic
31,60482,VIP
49,110447,Regular
66,82602,Gold
25,30637,Silver
26,38217,Basic
63,113724,Premium
65,83692,Silver
24,31112,Basic
53,24067,Silver
51,116190,Basic
63,59116,Premium
24,97237,Gold
25,39314,Basic
56,33138,Basic
69,42510,Premium
32,55459,Basic
63,114251,Gold
51,30900,Basic
68,79942,Gold
23,102068,Silver
21,38264,VIP
40,110268,Silver
37,38776,Premium
63,57706,Basic
53,90607,Basic
41,118939,Silver
33,113601,VIP
39,62773,Silver
30,78472,VIP
62,57080,Gold
57,83342,Silver
54,74874,Premium
19,58811,Basic
46,27969,Silver
39,24520,Basic
63,113506,VIP
39,116254,Silver
24,51109,Basic
43,85041,Regular
46,67713,Premium
66,108063,Regular
27,72526,Premium
68,56799,Basic
56,76693,Gold
24,48319,VIP
48,101490,VIP
31,98311,Premium
63,96113,Regular
46,42612,Premium
64,90787,Premium
68,57228,Gold
50,78077,Gold
66,34394,Gold
46,23264,Regular
54,69507,VIP
37,69065,Silver
27,76728,Regular
68,21463,Silver
60,112023,Basic
24,80324,Gold
47,54766,Silver
44,114947,VIP
51,106467,Regular
29,51496,Gold
34,49597,Premium
37,52062,Gold
32,36563,Gold
55,38609,Premium
36,75485,Basic
45,61253,Gold
58,60169,Basic
29,67585,Gold
42,24163,Premium
20,69801,Basic
48,23846,Regular
26,26097,Premium
19,20006,Gold
20,62385,Regular
18,119504,Gold
70,57849,Premium
47,115247,Premium
36,110712,Regular
44,102805,VIP
44,70935,Silver
56,27273,VIP
43,38785,Premium
41,97652,VIP
39,52161,Silver
64,59231,Premium
34,62683,Silver
32,35614,Regular
40,27894,Silver
25,35032,VIP
67,97523,Regular
20,33231,Gold
20,72715,VIP
65,117172,Premium
26,20402,Premium
51,42962,Silver
57,100319,VIP
41,108658,VIP
32,78754,Regular
50,115359,Basic
18,101337,Gold
25,64481,Gold
40,57287,Gold
55,57420,Regular
20,72705,Premium
52,88640,Basic
45,85756,Regular
29,27942,Regular
29,26774,Gold
21,99433,Regular
67,41327,Gold
44,72295,Basic
67,77796,Regular
56,40219,Silver
60,67048,Premium
30,61617,Premium
32,44178,Premium
51,85595,Premium
46,83054,Gold
62,82569,Basic
34,102043,Silver
66,118541,Silver
30,28745,Basic
35,47331,VIP
37,109713,Basic
64,49689,VIP
46,95490,Basic
34,62608,Premium
47,111808,Basic
70,85530,VIP
39,76061,Basic
26,77273,Regular
32,106237,Basic
18,54897,Gold
68,57223,Gold
60,61720,Regular
68,75792,Premium
53,51399,Regular
37,49240,Premium
35,27312,Regular
33,71489,Regular
26,49892,Basic
53,71933,Premium
38,73342,VIP
55,61686,Regular
49,59818,VIP
65,70980,Regular
25,30260,VIP
20,56479,Silver
60,105738,Regular
49,74539,Regular
70,33958,VIP
70,29774,Silver
35,75508,Silver
60,78630,VIP
46,84108,Silver
45,79793,Silver
44,93039,Basic
53,83856,Premium
49,71021,Gold
62,30095,Regular
65,119902,Premium
45,87832,Gold
55,64366,Basic
24,110404,Basic
19,46885,Silver
47,40790,VIP
70,98170,VIP
37,90457,VIP
54,21411,Silver
65,43740,Regular
57,86555,Regular
41,103125,Regular
19,85339,VIP
57,55027,Gold
22,52033,Gold
19,52499,Gold
24,64334,Silver
36,41558,Silver
66,105402,VIP
27,112927,Basic
18,117910,Regular
61,108168,Basic
40,103230,Premium
35,84260,Regular
51,110486,Basic
44,85326,Gold
57,62467,Premium
58,109916,Gold
57,28612,Premium
60,32556,VIP
59,28637,Gold
55,67025,Silver
49,38932,Gold
24,77900,VIP
68,72094,Gold
68,35055,Gold
38,43754,Regular
26,63681,Premium
28,102495,Basic
46,76385,Silver
55,43597,Gold
38,32959,VIP
36,75801,Gold
18,96873,Regular
26,91896,VIP
48,102537,Basic
43,73393,Silver
49,78632,Silver
30,117527,VIP
58,107679,Regular
23,57449,Silver
31,25724,VIP
51,37156,Silver
39,107491,Basic
28,48453,Basic
49,101309,Basic
63,118385,Silver
56,80153,Gold
34,81012,Silver
49,23197,Gold
51,31121,Basic
26,77321,VIP
63,50624,Basic
65,101610,Premium
69,22714,Regular
52,115154,Premium
21,28169,Premium
64,68508,VIP
36,65809,Basic
34,114193,Silver
27,80819,Basic
51,116439,Silver
25,100555,VIP
31,39965,Basic
18,99883,Regular
21,117010,Basic
64,89173,Premium
23,102574,Basic
58,45546,Gold
57,104220,Premium
26,109077,Regular
44,49256,Silver
35,34811,Premium
27,94637,Premium
49,77625,VIP
33,35496,Regular
64,83086,Regular
18,71676,Regular
45,42166,Gold
66,38640,Silver
23,27614,VIP
37,105992,Premium
36,112825,Regular
56,111651,Silver
40,57612,Regular
21,50749,Premium
25,94858,Silver
35,29690,Silver
65,30608,Silver
27,119252,Premium
62,78216,Silver
42,61570,Basic
45,81993,Regular
61,39523,Premium
18,43156,Basic
58,65051,Basic
60,35729,VIP
19,45143,VIP
30,62719,Silver
48,105784,Gold
37,48668,VIP
38,106709,Basic
61,93790,Silver
21,116805,Basic
39,39926,Premium
63,116276,Premium
53,110470,Premium
65,112943,Basic
34,46413,Gold
26,21568,Premium
63,52692,VIP
65,74577,Premium
36,79491,VIP
51,98021,Gold
49,48200,Gold
55,84493,Gold
19,111277,Silver
31,85146,Silver
28,40427,Gold
56,116336,Regular
47,28616,Premium
58,29566,Gold
66,102787,Silver
35,38648,Silver
54,45517,Regular
18,74576,Basic
23,67042,Basic
41,117771,Silver
44,77948,VIP
32,85204,Silver
44,99092,VIP
37,51335,Regular
27,77297,Gold
44,84655,VIP
64,101481,VIP
46,100475,Premium
42,107131,Gold
55,99025,Basic
66,103366,Basic
60,52088,Regular
52,42620,Basic
21,65228,Basic
27,91837,VIP
22,112575,Gold
25,112713,VIP
18,68008,Basic
64,67307,Basic
38,63562,Silver
66,29666,Premium
52,49807,Gold
54,94086,Gold
67,76770,VIP
40,49003,Regular
30,78315,Gold
26,66482,Silver
63,58778,Gold
22,38547,Premium
63,23224,Premium
35,72026,VIP
31,72409,Regular
67,59224,VIP
40,30597,Silver
68,102714,Premium
18,38208,VIP
54,105029,Basic
46,36597,VIP
18,82054,Gold
70,49704,VIP
54,83971,VIP
35,97379,Premium
66,91847,Basic
34,116361,Gold
42,80662,Silver
69,107516,Regular
25,76545,VIP
37,112334,Premium
32,90053,Basic
26,39919,VIP
66,100442,VIP
52,118567,VIP
59,37577,Basic
55,63738,Regular
32,99408,Regular
33,24207,Basic
42,58978,Silver
62,101348,VIP
37,30854,Regular
20,23827,Basic
45,58884,Silver
48,68518,Basic
23,26962,Silver
43,106469,VIP
39,25419,Basic
50,59452,Silver
28,31649,Gold
33,72175,Gold
58,27158,Premium
23,99383,Regular
29,66830,Premium
32,56682,VIP
38,64500,Gold
69,75001,VIP
28,58070,VIP
65,102638,Regular
50,25639,Basic
60,59204,Regular
44,114974,Premium
47,57664,Basic
20,86319,VIP
47,117429,Silver
43,106942,Gold
32,40165,Gold
52,32297,Silver
31,87745,Regular
32,81366,Gold
54,73586,Silver
52,46367,Regular
70,53796,Basic
43,84414,Premium
32,112197,Premium
50,63028,Premium
44,119727,Gold
29,94528,Gold
52,47980,Gold
49,73073,VIP
32,117286,Gold
47,80968,Regular
51,68894,Regular
32,73468,VIP
38,88401,Basic
23,93268,Silver
39,63559,VIP
55,46573,VIP
47,117441,Gold
22,30147,Basic
39,114547,Silver
64,73251,Premium
21,92672,VIP
48,72631,Premium
42,98357,Basic
27,36232,Regular
41,51023,Regular
37,30288,Regular
33,79599,Basic
26,97855,Basic
65,113818,Silver
23,85479,Silver
46,29694,VIP
29,78406,Regular
55,38177,Silver
68,31041,Gold
26,32756,Gold
66,91821,VIP
68,51888,Silver
47,36973,VIP
69,115710,Regular
33,119873,Regular
55,107808,Basic
24,27406,Premium
40,69125,Regular
38,119447,Silver
68,52172,Gold
53,85719,Gold
27,21888,VIP
55,26055,Gold
54,21604,Gold
54,64160,VIP
30,94298,Gold
30,56932,Gold
63,75439,VIP
26,58154,Premium
24,72295,Gold
25,41381,Regular
29,92736,Regular
53,37824,Premium
59,28836,VIP
21,91278,Gold
28,76143,Regular
40,55792,Basic
45,70704,Gold
37,58452,Silver
44,91681,Basic
22,58775,Silver
48,52757,Regular
48,43909,Gold
64,116361,Silver
22,20427,VIP
46,28073,Regular
40,109389,Regular
29,70683,Regular
69,92346,Premium
55,81668,Basic
33,24029,Regular
70,50049,Regular
40,108065,Silver
32,76593,Premium
57,108495,Basic
60,112369,VIP
21,26410,Regular
70,98438,Silver
38,33674,Basic
40,70762,Premium
45,42794,Premium
28,110132,Silver
33,78543,Silver
36,88677,Regular
52,32365,Basic
31,28844,Regular
24,81598,Premium
18,108614,Gold
55,31445,Premium
47,25940,Gold
39,93886,Silver
66,59450,Gold
32,65531,VIP
21,48431,Gold
60,72523,Gold
65,103986,Silver
62,94679,Basic
28,26131,VIP
31,75388,VIP
52,73543,Premium
49,36069,Regular
48,73931,Gold
18,40987,Gold
30,50855,Basic
46,28884,Gold
47,41176,VIP
38,106711,Gold
40,107618,Premium
32,107523,Premium
51,107923,VIP
33,46957,Regular
46,67201,Regular
29,58336,Gold
19,102534,Regular
40,26725,Regular
33,24959,Silver
67,54235,Premium
40,88297,Silver
69,118699,Premium
63,95239,VIP
42,95369,Basic
52,49774,VIP
48,112152,VIP
47,109537,Silver
70,86624,Basic
25,61311,Regular
34,85712,Premium
41,45002,Regular
53,39745,VIP
62,42918,Basic
52,36708,Premium
38,20224,VIP
52,36111,Regular
48,107038,Gold
47,69463,VIP
39,41598,Regular
69,80711,Basic
37,27444,Regular
43,107827,VIP
66,68652,Regular
31,59430,VIP
38,38631,Gold
22,32802,Premium
30,49254,Premium
25,112189,Gold
40,44162,Premium
62,119046,Regular
59,49628,Gold
19,51170,VIP
21,79364,Silver
63,107859,VIP
70,88765,Basic
45,101518,Silver
63,40624,Basic
38,33729,VIP
26,89914,Gold
51,85409,Silver
47,81784,Premium
62,32360,Basic
51,20450,VIP
51,69141,Premium
22,108978,Premium
35,41783,Basic
48,80470,Basic
51,37445,VIP
63,60241,Silver
42,91607,Gold
26,100901,Regular
45,97657,VIP
29,46417,Silver
55,100370,Gold
57,118879,Gold
69,117544,Basic
21,50220,Regular
48,72434,Gold
30,68383,Regular
60,45116,Gold
47,33345,VIP
58,111923,Gold
39,28121,Basic
29,26400,Gold
38,31675,Silver
39,82420,Gold
29,89485,VIP
35,85910,Silver
24,76149,Silver
48,43393,Regular
20,51508,VIP
57,25557,Basic
31,45152,Gold
29,66824,Basic
44,57757,Basic
63,37094,Basic
46,23112,VIP
26,75253,VIP
45,97603,Premium
67,92477,Silver
63,108868,Gold
59,113019,Gold
20,28777,Silver
46,35243,Basic
23,107383,Silver
63,62172,Basic
25,47298,Basic
19,52750,VIP
21,115551,Premium
59,79002,Basic
47,28716,VIP
26,112968,Silver
69,103963,Silver
25,78448,Premium
61,101572,Basic
44,20330,VIP
28,105209,Gold
59,108581,Regular
33,20748,Premium
50,47897,Premium
46,35889,Regular
56,99349,VIP
31,57137,Premium
52,104053,Regular
46,51194,Premium
60,38958,VIP
50,41329,Premium
29,115543,Basic
65,69519,Basic
44,95084,VIP
23,60756,Silver
53,46660,Basic
20,57765,Regular
19,48094,Silver
21,98796,Gold
33,110263,Gold
31,30678,Premium
32,25262,Silver
27,96312,Basic
28,102700,VIP
25,119668,Silver
41,65922,Silver
58,104646,Premium
68,79642,Silver
62,38316,Basic
21,53252,Regular
34,75027,Regular
30,83027,Premium
37,101716,VIP
35,96246,Gold
33,22313,Regular
69,104199,Gold
64,47046,VIP
62,65019,VIP
20,93450,Gold
21,90196,Regular
35,86903,Premium
65,76429,Gold
52,27472,Premium
52,57641,VIP
30,36857,Gold
55,89257,Gold
58,99874,Premium
50,53551,VIP
42,66278,Basic
38,92555,Basic
69,117237,Regular
47,34436,Basic
68,63390,Silver
44,83655,Premium
35,27281,Gold
49,64004,VIP
62,75091,VIP
44,61935,Basic
53,108139,Gold
28,114763,Regular
41,21410,VIP
41,35455,Gold
67,29183,Basic
39,95420,Gold
24,75914,Regular
69,25303,Regular
24,22285,Regular
19,35565,VIP
40,100841,Basic
42,56396,Premium
47,115495,Gold
57,79855,Silver
21,27612,Basic
25,42248,Silver
33,103781,Silver
68,88319,VIP
26,73188,Regular
37,98743,VIP
41,57148,Regular
67,55912,Basic
19,56862,Regular
20,83600,Gold
63,26692,VIP
62,68427,Premium
33,100802,Silver
30,113731,Basic
62,68596,Gold
70,115474,Basic
60,93761,VIP
61,110222,Gold
66,112063,Gold
22,97552,Premium
47,82404,VIP
39,79884,Silver
30,104587,VIP
54,54412,Premium
50,53824,Gold
45,94843,Regular
22,29351,Gold
53,69100,Gold
48,111615,Gold
38,24599,VIP
23,60821,Regular
27,114674,Regular
24,110000,Basic
61,82769,Regular
30,89900,VIP
23,113559,VIP
65,92530,Regular
21,29535,Silver
45,88169,Regular
31,68454,Gold
45,68590,Silver
58,112476,Silver
18,72754,VIP
45,59748,Regular
29,86991,VIP
48,43136,Silver
43,22573,Premium
54,71493,Regular
18,59574,Silver
25,117447,VIP
25,81165,Basic
61,36742,Premium
60,36730,Silver
47,48738,Regular
58,28033,Regular
59,73181,VIP
57,65771,Silver
54,54391,Silver
42,72208,Premium
67,92441,Silver
43,58651,Regular
33,101728,Regular
68,30482,Basic
51,95098,Basic
29,56718,VIP
33,88556,Basic
21,116130,Silver
55,85786,VIP
35,116347,Gold
70,112761,Basic
44,104099,Basic
18,35625,Basic
53,107658,Regular
43,82404,Premium
43,39207,VIP
34,53467,VIP
66,96469,Regular
31,72464,Basic
39,46609,Basic
19,103221,Regular
28,75133,Silver
61,26077,Basic
44,98138,Silver
58,34097,VIP
70,84606,VIP
56,103202,Gold
42,49448,VIP
38,69495,Premium
20,119714,VIP
62,111571,Regular
52,110213,Gold
51,22366,Premium
63,62347,Silver
61,63017,VIP
37,54166,Gold
44,70404,VIP
50,39633,Regular
34,46361,Basic
22,50066,VIP
37,52860,Basic
46,48616,Silver
62,118260,Silver
67,77561,Basic
66,32659,Regular
18,47517,Basic
34,49424,Regular
28,100399,Regular
70,97512,VIP
43,85659,Gold
46,77692,Basic
34,80489,Silver
59,114216,Basic
53,67574,Premium
49,104555,Silver
57,92281,Regular
39,88508,Premium
31,79852,Regular
68,69674,Basic
23,45180,Basic
27,85320,Gold
28,94906,Regular
59,31171,Gold
45,53197,Silver
46,106706,VIP
19,78283,VIP
27,64282,VIP
27,52178,Silver
62,103655,Gold
29,114085,Silver
58,89898,Regular
43,73828,Premium
54,21422,Premium
53,47096,Basic
56,31325,Basic
53,79289,Basic
38,20989,Silver
33,73254,Premium
25,109108,Regular
59,33346,Silver
46,45101,VIP
70,89951,VIP
21,70188,Regular
64,110945,Silver
47,31555,Gold
22,69013,Basic
64,85392,Basic
24,20163,Basic
50,31149,Gold
23,91259,Regular
67,98479,Basic
66,116991,Premium
60,55550,VIP
50,116036,Basic
19,32648,Silver
18,45019,VIP
28,107674,VIP
19,90082,Gold
63,54414,Regular
58,39977,Basic
38,56087,Gold
51,63253,VIP
21,113435,Basic
58,75247,VIP
63,74772,Regular
68,101318,VIP
26,54709,Regular
42,73571,Regular
26,48373,Regular
70,55595,Regular
18,33994,Silver
34,72240,VIP
28,24495,Premium
69,41436,Regular
32,41806,Silver
20,56542,Silver
23,22712,Premium
40,21181,VIP
52,95899,Regular
21,52119,Regular
45,106150,Premium
38,81899,Silver
38,21513,VIP
65,65863,Silver
59,41868,Gold
67,56635,Basic
54,113273,Silver
38,76410,Premium
68,81383,Regular
21,32151,Basic
29,64236,Basic
56,61882,Premium
24,85245,Silver
32,46520,Premium
60,39858,VIP
43,25670,Premium
19,54314,VIP
45,81337,Premium
22,60088,Gold
24,101537,VIP
36,78487,Silver
44,57516,Gold
69,54143,Gold
39,62346,Regular
45,20712,Basic
54,88205,Basic
35,61260,Gold
27,112798,Regular
61,22501,Basic
36,30098,VIP
46,77674,Regular
45,113534,Silver
45,92421,Gold
56,80130,Silver
49,83638,VIP
68,100332,Basic
24,20272,VIP
48,42832,Basic
25,114060,Premium
33,31466,VIP
45,72631,Gold
51,76432,VIP
64,53446,Gold
55,75015,VIP
60,97759,VIP
53,77400,VIP
38,111463,Basic
38,99255,Premium
35,106046,Basic
38,87149,Silver
65,100376,VIP
32,116900,Silver
22,36987,Basic
40,119278,Silver
39,89496,VIP
27,82163,Gold
47,33521,Premium
43,105254,Regular
35,30954,Basic
68,38888,Gold
46,92184,VIP
66,66568,VIP
66,71080,Premium
47,83708,Regular
51,102969,VIP
30,83434,Regular
29,39861,VIP
24,114385,VIP
35,114527,Basic
31,35290,Gold
68,85367,VIP
46,85450,Premium
40,90489,Regular
46,35526,Basic
24,23142,Silver
44,27691,Gold
26,38598,Gold
27,114156,Silver
39,62784,Premium
46,52120,Silver
38,30775,Gold
49,83547,Basic
39,65469,Regular
40,68613,Regular
63,66680,Regular
36,113564,VIP
26,38375,Premium
23,68472,VIP
31,38433,Basic
29,40228,VIP
52,58641,Regular
31,59023,Premium
43,45894,Regular
34,93335,Regular
32,22228,Silver
19,75993,Premium
19,78852,Regular
68,119734,Basic
67,109628,Regular
49,54797,Silver
30,72898,Regular
59,58013,VIP
68,79723,Regular
60,78775,Regular
26,89443,Gold
19,62924,Regular
46,36026,Gold
39,23607,Regular
26,26514,Silver
40,79920,Premium
57,28490,Regular
64,22437,Premium
64,30401,Regular
52,92749,VIP
18,98118,Basic
28,57775,Gold
63,112860,Premium
41,69402,Silver
44,113013,Gold
40,85468,Gold
23,87310,Premium
59,25782,Gold
33,104306,Silver
21,57161,Gold
49,41125,Basic
53,87137,Gold
50,34466,Basic
56,67508,Regular
29,61874,Premium
31,95908,Silver
51,118801,Premium
57,99733,Premium
43,49113,VIP
20,94777,Regular
54,31695,Premium
38,68937,Regular
40,108382,Regular
68,82465,Basic
33,117067,Basic
43,43084,Silver
62,88188,Gold
41,24441,Premium
42,51071,Silver
62,54099,VIP
29,32099,Regular
51,44030,VIP
58,55445,Regular
65,90161,Basic
56,53005,Silver
65,67646,Regular
22,65551,Regular
31,119215,Premium
51,91426,Basic
23,109293,Regular
28,94144,Regular
49,25059,Silver
55,79494,Gold
56,51991,Premium
66,47664,Gold
68,20129,Gold
60,102450,Premium
19,96497,Silver
51,35968,Premium
70,59860,Regular
53,54946,Premium
64,115224,Regular
27,119982,Gold
52,21639,Gold
64,108188,Regular
60,87874,Premium
50,86992,Premium
25,33643,Premium
33,92704,Premium
23,39802,Regular
31,40651,VIP
54,42322,VIP
21,69505,Regular
57,60948,Silver
23,104735,VIP
55,53765,Regular
59,78454,Regular
23,97933,Silver
45,64812,Gold
42,112475,Basic
18,40632,Silver
39,77232,Regular
33,86766,Basic
40,40379,Silver
64,60601,Basic
60,116661,Regular
52,94388,Gold
28,67876,Gold
59,115915,Premium
33,107349,VIP
64,78668,Gold
41,50410,Gold
63,49374,Gold
68,47864,Basic
29,21442,VIP
18,28356,Premium
42,119268,Premium
22,103291,Silver
60,118535,Regular
38,86763,VIP
34,66163,Silver
53,28747,Gold
27,26014,Premium
53,22258,Premium
47,69299,Premium
21,80362,Premium
18,53389,Gold
18,90648,Silver
23,49325,Basic
52,105992,Gold
50,74239,Silver
35,79042,Basic
29,99269,Regular
57,117961,Regular
25,59183,Premium
64,62944,Basic
36,86592,Gold
45,27361,Gold
48,48674,Basic
56,89736,Premium
56,86764,Gold
25,74464,Gold
55,105010,Gold
39,88263,Basic
48,22874,Silver
66,36904,Premium
56,23292,Premium
23,98429,Basic
58,81069,Regular
62,78768,Basic
33,40195,Silver
54,93187,Premium
23,45651,Regular
28,77566,Basic
46,50262,Basic
58,37559,Premium
23,115846,VIP
22,87721,Regular
52,67572,Premium
52,91421,Basic
26,91776,VIP
31,104789,VIP
29,53476,VIP
59,108630,Premium
65,46215,Regular
36,57474,VIP
38,65534,Gold
31,95993,Premium
26,50901,Regular
70,44243,Basic
23,115659,VIP
47,91972,Regular
28,29993,Premium
38,38638,VIP
22,38970,Gold
70,72474,Regular
20,47533,Silver
48,61911,Basic
55,100478,Silver
50,83375,Basic
32,75939,Premium
32,118855,Premium
64,30612,Regular
50,39531,Premium
64,33894,Regular
35,45056,Gold
36,102405,Premium
31,47020,Silver
47,106310,VIP
67,64758,Regular
68,62486,Silver
32,40221,Basic
37,108265,Basic
42,81643,VIP
37,85109,VIP
70,109517,Regular
56,36214,Premium
69,93483,Basic
29,71339,Regular
21,97937,VIP
54,66104,Regular
18,119272,Gold
46,106883,Basic
25,33744,Silver
22,83598,Premium
63,38733,Gold
46,70114,VIP
60,112319,Gold
36,76790,VIP
24,44139,VIP
61,71090,Basic
28,34482,Silver
68,98436,Silver
23,56661,Silver
40,63411,Premium
47,91198,Silver
23,68142,Basic
49,76520,Regular
40,33312,Gold
21,56873,Silver
51,95352,Gold
20,115667,Premium
26,39923,Gold
52,23025,Premium
67,28680,Regular
69,32405,VIP
36,69460,Premium
47,91889,Basic
68,86516,Basic
22,25150,Basic
34,106427,Gold
55,91476,VIP
56,104632,Basic
19,104238,Regular
65,61405,Gold
64,30678,Premium
22,104920,Silver
36,22381,Premium
25,85386,Premium
35,84714,Basic
70,22905,Premium
19,31361,Silver
22,51359,Regular
18,90739,Premium
28,107275,Silver
43,36538,Premium
24,36502,Gold
58,69294,Premium
38,54205,VIP
24,105199,Premium
42,84885,Silver
69,110388,Regular
18,91104,VIP
46,53347,Premium
25,89288,Gold
22,96501,Gold
24,116904,Basic
63,65200,Basic
70,78948,VIP
35,115322,VIP
20,94320,Premium
69,27606,Regular
52,114792,Silver
37,66252,Premium
47,83242,Basic
42,56930,VIP
48,102832,VIP
55,116961,Basic
51,91036,Premium
35,49453,Regular
36,91154,Gold
68,86128,Basic
25,32691,Premium
24,82177,Gold
47,99066,Silver
68,39703,Premium
19,84573,Basic
52,26785,Silver
59,106574,Gold
41,43846,Premium
51,119024,Premium
31,90697,Gold
51,101388,Gold
24,94894,Gold
25,37373,Premium
51,70056,Silver
18,80205,Silver
65,77008,Gold
68,27031,Silver
65,52195,Premium
38,80670,Silver
70,59096,Silver
31,64449,Gold
40,102371,VIP
52,31096,Regular
65,115129,Regular
41,26873,Premium
41,72989,Premium
48,112885,Silver
64,114914,Regular
24,51677,Regular
55,31499,Premium
35,102919,Regular
38,31387,Premium
70,44829,Regular
58,44769,Premium
33,98269,Premium
56,48556,Premium
62,35464,Premium
21,96720,Regular
54,83761,Gold
22,69271,Premium
68,59198,Silver
60,58623,Gold
35,69856,Silver
58,114945,Basic
41,96725,VIP
51,60232,Silver
64,22510,Silver
54,98862,Silver
27,39648,VIP
22,104912,Regular
41,68689,Regular
68,31898,Regular
23,76833,VIP
64,106291,Regular
41,44006,Basic
45,106186,Premium
25,24021,Silver
40,72309,Premium
29,28534,Regular
56,48702,Gold
25,34123,Basic
57,25924,VIP
31,38059,Silver
53,92106,Regular
50,21852,Premium
32,72626,Premium
61,87786,Basic
38,101483,Silver
39,112722,Premium
54,22160,Silver
27,54900,Silver
68,38731,Gold
22,58104,Premium
24,106023,Silver
20,112968,Gold
20,55057,Regular
32,108579,VIP
39,101976,Premium
47,115883,Gold
70,110000,Gold
28,119444,Premium
19,51755,Premium
22,48189,Gold
62,71070,Silver
25,85327,Basic
30,92568,VIP
26,74866,Basic
61,90031,Silver
21,28613,Regular
63,50668,Gold
36,47103,Silver
61,35325,Gold
57,34262,VIP
57,74049,Basic
28,43860,Premium
70,58134,Gold
21,99528,Basic
25,97962,VIP
64,37306,Basic
51,27140,Basic
32,55265,Regular
29,64077,Silver
41,119806,Basic
45,80314,Basic
48,119224,Gold
29,50974,Silver
20,93363,Silver
27,105988,Regular
28,60668,VIP
52,47925,Regular
33,107364,Silver
65,73119,VIP
59,110008,VIP
44,70875,Premium
33,61648,Premium
29,77061,Gold
48,81070,Basic
23,32449,Gold
25,68277,VIP
47,51621,VIP
49,56377,Silver
55,31050,VIP
26,91397,Regular
69,85740,Gold
65,54335,Premium
59,114638,Premium
31,40360,VIP
21,28971,Silver
50,83256,Regular
61,116253,Gold
22,44558,Silver
26,22391,Basic
21,37428,Silver
67,65854,Gold
20,32991,Gold
62,65168,Premium
55,101394,Premium
38,64205,Silver
38,34986,Regular
59,59654,Gold
21,23612,Basic
37,96887,Regular
63,98452,Basic
22,53838,VIP
18,102088,VIP
67,117713,Premium
36,29722,VIP
54,33843,Basic
20,84019,Premium
38,115697,Regular
27,63088,Silver
38,78576,Basic
27,79323,VIP
23,100210,VIP
36,81017,Gold
64,34960,Silver
63,56636,Silver
63,105392,Gold
65,65146,Basic
33,57411,Silver
24,39580,Regular
64,61742,VIP
41,23728,Silver
60,49904,Silver
37,94303,Silver
56,95281,Basic
22,54157,Regular
39,98979,VIP
50,74519,Gold
45,93838,Gold
64,66185,Premium
45,86088,Basic
65,29695,Basic
31,99048,VIP
31,82329,Basic
68,51957,Regular
19,94059,Premium
41,88813,Basic
20,40700,Silver
57,61114,Basic
33,22914,Basic
28,33815,Premium
21,95606,VIP
57,50686,VIP
25,85353,Gold
52,44957,Regular
57,87931,Silver
35,32994,VIP
62,109372,Silver
22,79851,VIP
63,31597,VIP
39,117943,VIP
52,35359,Premium
40,54797,VIP
60,43245,Gold
43,44154,Premium
48,101909,Regular
18,67340,Basic
65,103785,Basic
51,56108,Silver
64,71151,Basic
42,72523,Silver
57,43948,Premium
38,101291,Gold
50,108888,Gold
38,43890,Regular
39,108549,Gold
67,39446,Silver
35,106513,Premium
28,32012,Premium
34,91846,Regular
28,85975,Gold
19,59441,Regular
50,60130,Gold
41,50172,VIP
31,71548,Gold
42,91174,Regular
21,57220,Regular
59,104865,Gold
26,50679,Silver
31,62119,VIP
34,81063,Premium
64,116539,Basic
64,113698,Premium
21,43309,Gold
70,98481,Gold
64,116068,Gold
27,27146,Silver
29,58750,Regular
30,118639,VIP
63,51814,Silver
35,109173,Premium
